Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
"Mohammed Aziz, Kavita Krishnamurthy",Tera Bemar Mera Dil,36.00,0.47,0.88,5.00,-6.43,0.00,0.15,0.57,0.01,0.49,0.64,85.35,7.23,4.00,3.00
"Sharada, Mohammed Rafi",Jane Chaman Shola Badan,16.00,0.49,0.62,2.00,-7.27,0.00,0.03,0.89,0.01,0.40,0.66,104.76,4.99,4.00,3.00
Bathory,Ring of Gold,45.00,0.57,0.38,4.00,-10.43,0.00,0.03,0.87,0.06,0.52,0.18,129.88,334973.00,4.00,8.00
Filter,Hey Man Nice Shot,64.00,0.48,0.59,2.00,-10.77,1.00,0.03,0.01,0.71,0.32,0.31,177.01,314440.00,4.00,10.00
Poison,Nothin' But A Good Time - Remastered 2006,68.00,0.58,0.97,1.00,-2.79,1.00,0.08,0.02,0.01,0.35,0.53,129.09,224867.00,4.00,8.00
Slim Harpo,Shake Your Hips - Single Version,39.00,0.75,0.42,7.00,-13.56,1.00,0.07,0.98,0.09,0.13,0.74,94.46,149800.00,4.00,2.00
"Valentin Silvestrov, Anja Lechner, Silke Avenhaus",Three Postludes (1981/82): Postlude No. 3,0.00,0.06,0.01,2.00,-39.95,1.00,0.06,0.99,0.26,0.10,0.04,62.51,4.27,5.00,7.00
Prince,When Doves Cry,72.00,0.73,0.99,9.00,-4.61,0.00,0.05,0.01,0.01,0.44,0.84,126.47,352906.00,4.00,10.00
Ghetts,One Take - Instrumental,21.00,0.58,0.84,10.00,-7.14,1.00,0.07,0.15,0.54,0.09,0.93,174.93,210862.00,5.00,5.00
Idan Amedi,מנסים,34.00,0.53,0.88,11.00,-5.11,0.00,0.06,0.05,0.01,0.22,0.59,103.01,208587.00,4.00,9.00
WHOKILLEDXIX,Kismet,58.00,0.66,0.74,6.00,-5.59,1.00,0.33,0.01,0.01,0.07,0.85,160.03,171809.00,4.00,9.00
As Everything Unfolds,Grayscale,42.00,0.49,0.88,1.00,-5.37,0.00,0.05,0.01,0.01,0.23,0.17,123.11,216211.00,4.00,8.00
Vistas,Stuck in Your Head,48.00,0.57,0.96,0.00,-3.59,1.00,0.14,0.01,0.01,0.14,0.43,116.96,160907.00,4.00,9.00
Clarence Edwards,Still a Fool,20.00,0.41,0.41,4.00,-10.81,1.00,0.10,0.63,0.01,0.64,0.38,208.16,253427.00,3.00,2.00
The Bamboos,On The Sly,41.00,0.62,0.90,6.00,-9.52,0.00,0.05,0.02,0.01,0.40,0.89,88.52,217173.00,4.00,9.00
Neon Trees,Used To Like - Acoustic,47.00,0.64,0.64,0.00,-4.12,1.00,0.03,0.01,0.01,0.10,0.47,134.97,265556.00,4.00,10.00
Hanan Ben Ari,שבורי לב,43.00,0.32,0.29,5.00,-9.51,0.00,0.04,0.45,0.01,0.17,0.15,128.46,234923.00,4.00,9.00
OneRepublic,Apologize,73.00,0.59,0.74,8.00,-6.12,1.00,0.03,0.36,0.01,0.10,0.50,118.01,208107.00,4.00,9.00
VINCINT,All Over Again,38.00,0.71,0.75,2.00,-6.22,1.00,0.12,0.61,0.01,0.11,0.54,120.91,201575.00,4.00,9.00
Elvis Presley,Viva Las Vegas,0.00,0.58,0.61,7.00,-12.18,1.00,0.04,0.76,0.01,0.28,0.76,145.03,2.35,4.00,10.00
The War and Treaty,Take Me In,41.00,0.43,0.24,0.00,-10.73,1.00,0.03,0.35,0.01,0.12,0.16,139.96,227893.00,4.00,2.00
HYUKOH,Hey Sun,41.00,0.79,0.42,1.00,-9.45,0.00,0.03,0.41,0.02,0.11,0.84,114.98,205598.00,4.00,10.00
Lou Ann Barton,Sugar Coated Love,35.00,0.63,0.47,1.00,-11.20,1.00,0.03,0.31,0.01,0.09,0.81,121.04,236027.00,4.00,2.00
Skegss,Bush TV,42.00,0.35,0.92,9.00,-2.34,1.00,0.04,0.01,0.01,0.16,0.41,95.24,170187.00,4.00,6.00
Low Island,I Do It For You,33.00,0.66,0.50,5.00,-9.51,1.00,0.03,0.06,0.01,0.25,0.61,82.99,213634.00,4.00,6.00
Fleetwood Mac,The Green Manalishi,35.00,0.53,0.56,11.00,-12.91,0.00,0.04,0.24,0.04,0.16,0.36,101.99,274267.00,4.00,10.00
Tippa Irie,Move Your Body,20.00,0.84,0.48,1.00,-16.07,1.00,0.15,0.18,0.01,0.19,0.70,92.17,252667.00,4.00,5.00
"Sonu Nigam, Roop Kumar Rathod",Sandese Aate Hai,47.00,0.46,0.84,9.00,-9.17,1.00,0.06,0.69,0.01,0.17,0.73,88.94,10.55,4.00,3.00
Fantastic Negrito,Searching for Captain Save a Hoe,38.00,0.72,0.56,10.00,-7.43,0.00,0.04,0.09,0.01,0.15,0.37,74.98,225551.00,4.00,2.00
Josh Morningstar,Sanitarium Lovesick Blues #4702,30.00,0.47,0.67,10.00,-6.37,1.00,0.11,0.31,0.01,0.32,0.82,202.84,169561.00,4.00,2.00
Noy Alooshe,L.I.E,35.00,0.69,0.90,8.00,-6.04,0.00,0.06,0.05,0.01,0.10,0.30,122.09,167213.00,4.00,9.00
Chelsea Grin,Blind Kings,48.00,0.51,0.99,11.00,-3.62,1.00,0.14,0.01,0.24,0.32,0.25,106.48,242535.00,3.00,8.00
George Ezra,Blame It on Me,68.00,0.54,0.76,3.00,-3.37,1.00,0.03,0.47,0.01,0.34,0.42,103.88,196400.00,4.00,9.00
Slaves,Chokehold,41.00,0.61,0.88,11.00,-4.39,0.00,0.07,0.01,0.02,0.08,0.65,120.01,203547.00,4.00,10.00
url,bedroom floor - Moods Remix,33.00,0.77,0.52,0.00,-9.47,1.00,0.30,0.36,0.01,0.15,0.54,96.79,175670.00,4.00,6.00
Jenn Champion,O.M.G. (I'm All Over It),43.00,0.80,0.55,11.00,-10.82,0.00,0.04,0.37,0.01,0.16,0.65,128.03,223866.00,4.00,6.00
DNCE,Cake By The Ocean,80.00,0.77,0.75,4.00,-5.45,0.00,0.05,0.15,0.01,0.04,0.90,119.00,219147.00,4.00,9.00
Burning Witches,The Circle Of Five,32.00,0.42,0.90,9.00,-4.41,1.00,0.07,0.01,0.01,0.52,0.41,129.55,325846.00,4.00,8.00
Foxy Shazam,I Like It,24.00,0.52,0.98,1.00,-1.49,1.00,0.05,0.01,0.01,0.21,0.83,97.99,168093.00,4.00,10.00
Interpol,Rest My Chemistry,64.00,0.47,0.88,11.00,-5.58,0.00,0.04,0.02,0.08,0.28,0.42,150.09,301093.00,4.00,1.00
Ariana Grande,positions,89.00,0.74,0.80,0.00,-4.77,1.00,0.09,0.47,0.01,0.09,0.68,144.02,172325.00,4.00,9.00
"Megan Davies, Keelan Donovan",Summertime Sadness (Acoustic Cover) feat. Keelan Donovan,57.00,0.62,0.40,1.00,-7.00,0.00,0.04,0.64,0.01,0.13,0.53,135.84,3.85,4.00,11.00
Biffy Clyro,Weird Leisure,56.00,0.23,0.88,5.00,-4.33,1.00,0.07,0.01,0.01,0.05,0.35,145.42,248493.00,4.00,10.00
Fightstar,The English Way - Acoustic Version,37.00,0.48,0.42,7.00,-10.16,1.00,0.03,0.58,0.01,0.09,0.66,159.91,193453.00,4.00,10.00
Carlos Cano,Chiclanera,30.00,0.76,0.56,5.00,-7.21,1.00,0.05,0.68,0.01,0.15,0.70,119.04,217640.00,4.00,9.00
Berlin,Fenne Lily,38.00,0.53,0.36,8.00,-9.88,1.00,0.03,0.54,0.80,0.12,0.29,142.61,3.66,4.00,11.00
The Beatles,Come Together - Remastered 2009,78.00,0.53,0.38,9.00,-11.91,0.00,0.04,0.03,0.25,0.09,0.19,165.01,4.33,4.00,10.00
Gymshorts,Gotta Get Away,23.00,0.15,0.84,9.00,-8.37,1.00,0.04,0.01,0.50,0.67,0.73,180.03,145932.00,4.00,10.00
Metallica,The Memory Remains,59.00,0.44,0.90,10.00,-3.69,0.00,0.04,0.01,0.01,0.19,0.55,143.65,279173.00,4.00,8.00
Olivia Rodrigo,"1 step forward, 3 steps back",50.00,0.47,0.20,2.00,-12.63,1.00,0.10,0.94,0.01,0.13,0.42,168.88,163587.00,4.00,9.00
Noel Gallagher's High Flying Birds,AKA... What A Life!,40.00,0.45,0.93,6.00,-3.30,0.00,0.05,0.01,0.36,0.10,0.10,119.03,264480.00,4.00,1.00
Rob Base & DJ EZ Rock,It Takes Two,56.00,0.77,0.78,2.00,-8.92,1.00,0.14,0.01,0.01,0.33,0.61,111.69,301893.00,4.00,5.00
R.E.M.,Radio Free Europe,42.00,0.36,0.65,4.00,-15.93,1.00,0.05,0.01,0.02,0.11,0.87,154.87,245667.00,4.00,6.00
The Troggs,Wild Thing,64.00,0.45,0.66,9.00,-13.47,1.00,0.05,0.74,0.03,0.14,0.76,203.87,155333.00,4.00,10.00
ויתרתי,סידורים של מבוגרים,10.00,0.38,0.90,7.00,-3.92,1.00,0.15,0.01,0.02,0.30,0.41,122.23,156813.00,4.00,6.00
Hole,Celebrity Skin,67.00,0.44,0.91,9.00,-6.16,1.00,0.04,0.01,0.01,0.36,0.72,134.16,162667.00,4.00,6.00
Vulfpeck,3 on E,56.00,0.78,0.83,11.00,-8.61,0.00,0.04,0.04,0.38,0.10,0.92,98.27,177792.00,4.00,9.00
Rochelle Jordan,All Along,35.00,0.72,0.76,1.00,-5.94,1.00,0.08,0.11,0.01,0.09,0.59,115.03,203425.00,4.00,1.00
Disturbed,Open Your Eyes,56.00,0.58,0.97,5.00,-2.15,0.00,0.09,0.01,0.06,0.23,0.68,116.03,237347.00,4.00,10.00
PUP,Rot,42.00,0.28,0.96,8.00,-5.28,0.00,0.11,0.01,0.01,0.32,0.32,169.92,201547.00,4.00,6.00
Queens of the Stone Age,The Lost Art Of Keeping A Secret,54.00,0.55,0.79,1.00,-4.78,1.00,0.03,0.07,0.01,0.69,0.43,110.79,216013.00,4.00,10.00
Blacktop Mojo,Dream On,53.00,0.49,0.68,5.00,-4.68,0.00,0.03,0.01,0.01,0.08,0.18,77.01,265477.00,4.00,10.00
Ethan Tasch,Face Again,42.00,0.55,0.54,11.00,-7.31,1.00,0.03,0.23,0.01,0.11,0.58,80.98,134780.00,4.00,1.00
God Is An Astronaut,Burial,40.00,0.39,0.68,2.00,-11.35,1.00,0.03,0.01,0.81,0.09,0.28,107.07,364048.00,4.00,10.00
The GOASTT (The Ghost Of A Saber Tooth Tiger),Animals,33.00,0.44,0.88,5.00,-3.36,1.00,0.05,0.02,0.07,0.68,0.22,157.99,258907.00,4.00,10.00
Daughtry,Heavy Is The Crown,58.00,0.19,0.84,1.00,-4.22,0.00,0.07,0.01,0.01,0.09,0.22,159.34,235013.00,4.00,10.00
Blood Lemon,Whistleblower,17.00,0.44,0.76,5.00,-8.03,1.00,0.05,0.01,0.36,0.10,0.40,109.59,272333.00,4.00,10.00
LOSER,All I Need,27.00,0.37,0.82,8.00,-4.50,1.00,0.04,0.01,0.01,0.29,0.50,172.10,184890.00,4.00,10.00
Japandroids,North East South West,37.00,0.17,0.95,7.00,-2.92,1.00,0.07,0.05,0.01,0.09,0.46,145.06,260867.00,4.00,6.00
John Conlee,Common Man,0.00,0.79,0.61,7.00,-8.01,1.00,0.05,0.55,0.01,0.04,0.90,128.79,2.72,4.00,4.00
Ducks Ltd.,As Big As All Outside,22.00,0.51,0.84,7.00,-6.84,1.00,0.03,0.01,0.81,0.37,0.64,152.04,200040.00,4.00,10.00
K.Flay,Four Letter Words,61.00,0.70,0.83,8.00,-4.87,1.00,0.15,0.07,0.01,0.17,0.68,138.06,147562.00,4.00,9.00
The Beatles,Norwegian Wood (This Bird Has Flown) - Remastered,0.00,0.43,0.37,4.00,-11.88,1.00,0.04,0.18,0.01,0.11,0.65,176.63,2.08,3.00,11.00
Dawn Landes,Try to Make a Fire Burn Again,5.00,0.50,0.17,0.00,-16.38,1.00,0.03,0.90,0.01,0.14,0.35,85.35,3.04,4.00,11.00
Fiddlehead,Heart to Heart,41.00,0.37,0.98,4.00,-5.84,0.00,0.06,0.01,0.01,0.35,0.27,164.99,257468.00,4.00,10.00
Jack Curley,I’m Here for You,51.00,0.66,0.65,8.00,-6.94,0.00,0.03,0.02,0.01,0.11,0.59,137.96,198890.00,4.00,9.00
The Rolling Stones,Brown Sugar,0.00,0.64,0.85,0.00,-8.18,1.00,0.03,0.24,0.01,0.08,0.96,128.61,228667.00,4.00,1.00
The Paul Butterfield Blues Band,Driftin' and Driftin',24.00,0.24,0.63,3.00,-9.43,1.00,0.04,0.25,0.03,0.10,0.38,151.26,548270.00,3.00,10.00
Unleash The Archers,Abyss,42.00,0.43,0.99,11.00,-6.36,0.00,0.17,0.01,0.01,0.37,0.09,135.00,404093.00,4.00,8.00
Aretha Franklin,Rock Steady,56.00,0.75,0.75,7.00,-10.30,1.00,0.13,0.01,0.10,0.24,0.89,104.70,193573.00,4.00,5.00
Gravemind,Phantom Pain,33.00,0.39,0.99,3.00,-2.85,1.00,0.17,0.01,0.01,0.41,0.25,160.07,247412.00,4.00,8.00
Late Bloomer,Heaven,24.00,0.18,0.68,0.00,-6.30,1.00,0.04,0.01,0.01,0.17,0.28,201.32,201333.00,4.00,6.00
The Black Crowes,Remedy,60.00,0.41,0.98,10.00,-3.80,0.00,0.05,0.01,0.01,0.08,0.35,160.48,322640.00,4.00,10.00
Anup Sastry,Where I Belong,40.00,0.41,0.98,5.00,-4.47,0.00,0.20,0.01,0.01,0.11,0.39,185.13,304865.00,4.00,8.00
Def Leppard,Two Steps Behind - String / Acoustic Version,58.00,0.46,0.42,2.00,-10.59,1.00,0.02,0.12,0.01,0.18,0.43,146.15,256486.00,4.00,10.00
St. Vincent,Pay Your Way In Pain,59.00,0.68,0.83,9.00,-6.80,1.00,0.37,0.40,0.01,0.57,0.50,124.82,183880.00,4.00,9.00
Slayyyter,Cowboys,54.00,0.33,0.79,8.00,-4.79,0.00,0.08,0.13,0.01,0.06,0.28,81.71,218586.00,4.00,10.00
Fleetwood Mac,Over & Over - 2015 Remaster,41.00,0.73,0.21,7.00,-13.69,1.00,0.03,0.35,0.27,0.07,0.50,84.46,274667.00,4.00,10.00
Saxon,Princess of the Night - 2009 Remastered Version,51.00,0.36,0.80,3.00,-8.82,0.00,0.04,0.01,0.01,0.07,0.75,107.25,242573.00,4.00,8.00
Bullet For My Valentine,Tears Don't Fall,64.00,0.21,0.93,7.00,-3.35,0.00,0.14,0.01,0.01,0.08,0.23,162.12,348387.00,4.00,8.00
We Three Trio,Lexington Ave. Blues,43.00,0.71,0.19,0.00,-19.23,1.00,0.05,0.91,0.90,0.11,0.47,76.52,2.64,4.00,7.00
Catfish and the Bottlemen,Hourglass,56.00,0.65,0.30,6.00,-9.95,1.00,0.03,0.39,0.01,0.15,0.40,129.90,138154.00,4.00,10.00
Westlife,Queen of My Heart - Radio Edit,0.00,0.52,0.49,11.00,-6.27,1.00,0.03,0.14,0.01,0.14,0.28,109.02,4.32,3.00,9.00
CLUBZ,Nagano,52.00,0.59,0.78,5.00,-5.79,0.00,0.04,0.01,0.71,0.10,0.88,79.50,183813.00,4.00,6.00
Sure Sure,Funky Galileo,63.00,0.80,0.33,10.00,-9.33,1.00,0.05,0.16,0.16,0.16,0.65,111.00,246200.00,4.00,6.00
Bella Poarch,Build a Bitch,90.00,0.86,0.46,3.00,-7.45,1.00,0.04,0.22,0.01,0.35,0.87,102.93,2.05,4.00,9.00
The Primitives,Crash,51.00,0.38,0.60,11.00,-9.31,1.00,0.03,0.10,0.01,0.76,0.92,169.98,151693.00,4.00,1.00
Boys Night Out,I Got Punched in the Nose for Sticking My Face in Other People's Business,36.00,0.26,0.97,2.00,-4.60,1.00,0.35,0.04,0.01,0.31,0.25,190.93,240147.00,5.00,10.00
Run–D.M.C.,My Adidas,48.00,0.83,0.91,1.00,-8.51,1.00,0.20,0.01,0.01,0.36,0.76,95.26,167880.00,4.00,5.00
Noname,Rainforest,62.00,0.53,0.55,6.00,-10.94,0.00,0.37,0.26,0.01,0.38,0.70,92.06,162437.00,4.00,1.00
Suede,Beautiful Ones (Remastered),50.00,0.54,0.99,8.00,-4.98,0.00,0.04,0.05,0.01,0.37,0.83,99.08,230867.00,4.00,6.00
The Goo Goo Dolls,Over You,53.00,0.59,0.63,7.00,-5.15,1.00,0.02,0.01,0.01,0.17,0.48,84.06,174374.00,3.00,10.00
Clay and Friends,Bouge ton thang,42.00,0.84,0.65,5.00,-7.68,1.00,0.31,0.09,0.01,0.25,0.49,115.04,194812.00,4.00,6.00
Carl Perkins,Blue Suede Shoes,55.00,0.55,0.68,4.00,-7.32,0.00,0.04,0.45,0.01,0.30,0.97,168.89,134446.00,4.00,10.00
Deep Purple,Highway Star,67.00,0.31,0.91,9.00,-7.08,0.00,0.06,0.14,0.03,0.13,0.44,173.67,366136.00,4.00,10.00
Gossip,Standing In the Way of Control,55.00,0.70,0.92,7.00,-6.17,1.00,0.03,0.01,0.06,0.20,0.94,118.34,256400.00,4.00,1.00
Gary Numan,Cars,64.00,0.55,0.58,2.00,-8.75,1.00,0.04,0.01,0.01,0.07,0.82,128.04,238907.00,4.00,6.00
bennytheghost,Papercut,54.00,0.60,0.52,2.00,-7.58,0.00,0.05,0.52,0.01,0.21,0.34,140.06,193448.00,4.00,6.00
Bread,Guitar Man,63.00,0.55,0.51,4.00,-13.27,0.00,0.05,0.14,0.01,0.44,0.51,143.28,3.77,4.00,11.00
Bauhaus,Stigmata Martyr,42.00,0.48,0.44,11.00,-13.57,0.00,0.08,0.01,0.02,0.42,0.32,142.00,221707.00,4.00,10.00
Roy Hall,Three Alley Cats,7.00,0.65,0.68,5.00,-4.22,0.00,0.05,0.79,0.01,0.15,0.78,175.37,148640.00,4.00,10.00
Janis Joplin,"To Love Somebody - Live at The Woodstock Music & Art Fair, August 17, 1969",32.00,0.50,0.50,7.00,-10.23,1.00,0.05,0.32,0.01,0.69,0.63,132.53,316800.00,4.00,10.00
Mosh Ben Ari,יורד לסיני,40.00,0.54,0.48,11.00,-11.83,0.00,0.07,0.56,0.01,0.26,0.48,88.88,186928.00,4.00,9.00
Sharon Roter,הניצוץ,20.00,0.35,0.32,5.00,-11.44,1.00,0.03,0.45,0.65,0.12,0.17,139.41,423293.00,4.00,10.00
Orchards,Kill The Pain,46.00,0.62,0.90,7.00,-6.64,1.00,0.07,0.01,0.01,0.20,0.58,108.02,185833.00,4.00,8.00
Heartlay,Bloodright (No Way to Hide) - Moris Blak Remix,38.00,0.50,0.90,7.00,-3.52,1.00,0.04,0.01,0.76,0.13,0.25,95.06,252000.00,4.00,8.00
Gossip,Standing in the Way of Control - Soulwax Nite Version,29.00,0.64,0.94,2.00,-7.82,1.00,0.06,0.01,0.87,0.08,0.10,128.02,412603.00,4.00,6.00
Floor Jansen,Let It Go,44.00,0.49,0.84,8.00,-4.17,1.00,0.03,0.01,0.01,0.05,0.37,136.91,217600.00,4.00,8.00
Jilted John,Jilted John - Single Version,42.00,0.35,0.88,0.00,-6.95,1.00,0.06,0.04,0.01,0.50,0.88,195.67,175400.00,4.00,6.00
AC/DC,Back In Black,83.00,0.31,0.70,9.00,-5.68,1.00,0.05,0.01,0.01,0.08,0.76,188.39,4.26,4.00,10.00
Dermot Kennedy,After Rain,62.00,0.48,0.42,11.00,-9.62,0.00,0.03,0.51,0.01,0.11,0.32,132.40,294000.00,4.00,9.00
HORSKH,Cut the Knot,35.00,0.56,0.94,1.00,-4.56,1.00,0.09,0.01,0.01,0.64,0.31,134.99,185187.00,4.00,8.00
Colleen,Gazing at Taurus - Santa Eulalia,35.00,0.52,0.52,8.00,-18.56,0.00,0.04,0.68,0.88,0.10,0.53,183.98,296973.00,4.00,6.00
Afterlife,Burn It Down,43.00,0.51,0.86,4.00,-7.55,1.00,0.06,0.01,0.04,0.39,0.63,153.92,204032.00,4.00,10.00
Noah Cyrus,re: Stacks - Spotify Singles,62.00,0.56,0.30,9.00,-11.39,1.00,0.03,0.84,0.01,0.36,0.11,123.92,309360.00,4.00,9.00
Arlo Parks,Green Eyes,58.00,0.62,0.75,5.00,-6.94,0.00,0.06,0.32,0.02,0.43,0.86,88.18,197525.00,4.00,6.00
Malena Villa,Lindos Problemas,44.00,0.79,0.72,3.00,-5.87,0.00,0.04,0.32,0.01,0.15,0.67,120.01,177818.00,4.00,6.00
Focalistic,Ke Star - Remix,59.00,0.88,0.53,10.00,-12.85,0.00,0.05,0.01,0.01,0.07,0.20,112.02,328766.00,4.00,9.00
Colter Wall,The Devil Wears a Suit and Tie,66.00,0.63,0.32,6.00,-12.12,0.00,0.08,0.79,0.10,0.09,0.44,127.80,236027.00,4.00,2.00
Jack Johnson,Better Together,75.00,0.87,0.35,5.00,-9.48,1.00,0.05,0.30,0.01,0.11,0.66,110.05,207680.00,4.00,9.00
Polo G,GANG GANG (with Lil Wayne),40.00,0.75,0.56,3.00,-8.07,0.00,0.21,0.15,0.01,0.10,0.55,145.05,178776.00,4.00,5.00
Static-X,Hollow (Project Regeneration),45.00,0.49,0.99,6.00,-6.47,1.00,0.07,0.01,0.20,0.34,0.53,155.65,161893.00,4.00,8.00
shame,Water in the Well,43.00,0.45,0.92,11.00,-4.64,0.00,0.07,0.01,0.01,0.17,0.68,131.55,187627.00,4.00,6.00
Vas,Mandara,38.00,0.55,0.57,9.00,-10.08,1.00,0.05,0.54,0.01,0.10,0.69,176.19,383160.00,4.00,8.00
DREAMERS,Still Not Dead,54.00,0.68,0.79,2.00,-3.44,1.00,0.13,0.01,0.01,0.23,0.65,97.97,199484.00,4.00,10.00
Gaye Su Akyol,İstikrarlı Hayal Hakikattir,36.00,0.60,0.72,6.00,-10.11,1.00,0.08,0.25,0.04,0.11,0.41,99.95,320864.00,4.00,10.00
Negative Gemini,Bad Baby - Satin Sheets Remix,34.00,0.59,0.96,1.00,-9.86,1.00,0.04,0.01,0.44,0.12,0.51,100.79,297143.00,4.00,6.00
Marquise Knox,Sweet Smell (Live),34.00,0.68,0.51,11.00,-8.00,1.00,0.08,0.28,0.01,0.18,0.72,104.25,280573.00,4.00,2.00
Alabama,Roll On (Eighteen Wheeler),52.00,0.58,0.46,5.00,-19.12,1.00,0.06,0.12,0.01,0.56,0.64,131.82,4.38,4.00,4.00
ALESTI,Fooled by a Dream,40.00,0.16,0.97,4.00,-3.55,0.00,0.14,0.01,0.01,0.09,0.22,93.70,217520.00,3.00,10.00
Fontaines D.C.,Big,45.00,0.50,0.95,4.00,-3.60,1.00,0.05,0.04,0.01,0.21,0.97,181.83,105516.00,4.00,1.00
Chris Stapleton,Cold,57.00,0.56,0.51,1.00,-7.33,0.00,0.03,0.05,0.01,0.15,0.29,117.48,309853.00,4.00,9.00
Courtney Marie Andrews,Border,24.00,0.54,0.39,7.00,-9.29,1.00,0.03,0.22,0.01,0.10,0.33,128.79,235067.00,4.00,2.00
Dark Sarah,Melancholia,34.00,0.35,0.94,9.00,-6.30,0.00,0.08,0.01,0.08,0.43,0.21,165.02,388624.00,4.00,8.00
Drake,Passionfruit,83.00,0.81,0.46,11.00,-11.38,1.00,0.04,0.26,0.09,0.11,0.36,111.98,298941.00,4.00,9.00
Hellripper,The Affair of the Poisons,29.00,0.15,1.00,1.00,-2.35,0.00,0.16,0.01,0.01,0.07,0.10,91.45,295507.00,4.00,8.00
Brownsville Station,Smokin' in the Boy's Room,48.00,0.58,0.76,2.00,-9.41,1.00,0.05,0.74,0.04,0.08,0.84,127.43,176453.00,4.00,2.00
"Ennio Morricone, Raphaela Gromes, Julian Riem",Cinema Paradiso,42.00,0.24,0.05,10.00,-21.30,1.00,0.04,0.99,0.93,0.14,0.13,66.05,2.73,4.00,7.00
Pyrex Pryce,No Chaser,37.00,0.50,0.62,2.00,-9.04,1.00,0.40,0.13,0.01,0.12,0.42,71.91,146730.00,4.00,5.00
Daze of June,Son,33.00,0.19,0.97,1.00,-3.11,0.00,0.12,0.01,0.01,0.07,0.36,86.67,252927.00,3.00,8.00
Eddie Money,Take Me Home Tonight,69.00,0.61,0.77,1.00,-9.91,1.00,0.04,0.10,0.01,0.09,0.75,132.70,211160.00,4.00,10.00
The Greenhornes,There Is An End,40.00,0.70,0.52,11.00,-6.73,0.00,0.03,0.15,0.01,0.13,0.79,107.05,184893.00,4.00,9.00
Dreamshade,Stone Cold Digital,41.00,0.56,0.95,7.00,-6.11,1.00,0.08,0.01,0.01,0.31,0.33,114.99,198267.00,4.00,8.00
elegant slims,Not Human,46.00,0.52,0.82,11.00,-4.76,0.00,0.05,0.01,0.01,0.09,0.47,91.97,199387.00,4.00,1.00
Myles Kennedy,In Stride,40.00,0.41,0.91,7.00,-4.59,1.00,0.11,0.01,0.01,0.33,0.45,135.05,227200.00,4.00,2.00
Tony Spinner,Sweet Thang,12.00,0.55,0.82,6.00,-5.90,1.00,0.04,0.12,0.01,0.05,0.78,170.02,291720.00,4.00,2.00
Ninet Tayeb,רק שלא תיפול הרוח,38.00,0.23,0.37,9.00,-6.77,0.00,0.03,0.53,0.01,0.14,0.27,73.76,238005.00,4.00,9.00
Curtis Harding,Need Your Love,60.00,0.71,0.80,7.00,-5.94,0.00,0.03,0.05,0.01,0.09,0.81,139.94,177200.00,4.00,2.00
Alice Cooper,Social Debris,32.00,0.57,0.94,9.00,-2.03,0.00,0.05,0.01,0.01,0.34,0.72,121.98,185066.00,4.00,10.00
Fleetwood Mac,My Baby's Good to Me,28.00,0.51,0.68,9.00,-9.02,1.00,0.04,0.19,0.01,0.31,0.96,121.02,169693.00,4.00,2.00
Biig Piig,Cuenta Lo,45.00,0.62,0.63,11.00,-9.81,1.00,0.17,0.20,0.17,0.19,0.24,159.86,185400.00,4.00,6.00
Oh No! Yoko,Mimi Ashi,26.00,0.55,0.92,0.00,-4.37,1.00,0.04,0.01,0.01,0.17,0.50,94.99,138892.00,4.00,10.00
Coldplay,Fix You,82.00,0.21,0.42,3.00,-8.74,1.00,0.03,0.16,0.01,0.11,0.12,138.18,295533.00,4.00,9.00
Ferdinand Eisner,Horizonte,42.00,0.53,0.12,4.00,-16.78,0.00,0.05,0.98,0.94,0.11,0.18,118.96,2.68,4.00,7.00
The Strokes,Bad Decisions,68.00,0.37,0.92,0.00,-3.40,1.00,0.06,0.01,0.20,0.28,0.39,153.22,293360.00,4.00,10.00
Billy Idol,Eyes Without A Face - Remastered,60.00,0.55,0.65,9.00,-9.69,1.00,0.04,0.01,0.22,0.16,0.55,85.76,297427.00,4.00,10.00
Bernard Allison,Rocket 88 - Live,31.00,0.18,0.72,7.00,-9.54,1.00,0.05,0.07,0.07,0.96,0.66,144.80,446207.00,4.00,2.00
"John Tavener, Nicola Benedetti, London Philharmonic Orchestra, Andrew Litton",Song For Athene,0.00,0.12,0.02,10.00,-22.16,1.00,0.05,0.11,0.91,0.11,0.04,96.88,6.80,4.00,7.00
Polo G,GNF (OKOKOK),74.00,0.75,0.66,8.00,-9.67,1.00,0.42,0.66,0.01,0.10,0.46,146.02,116256.00,4.00,5.00
Tedeschi Trucks Band,Midnight In Harlem (Swamp Raga intro with Little Martha) - Live,39.00,0.31,0.38,4.00,-12.35,1.00,0.04,0.45,0.07,0.96,0.23,150.36,623387.00,4.00,10.00
Rodney Crowell,Frankie Please,51.00,0.54,0.84,4.00,-7.61,0.00,0.04,0.22,0.01,0.09,0.94,157.04,163307.00,4.00,10.00
